house_id,rooms,bathrooms,area_m2,description,image_url,location_id,seller_id
85,4.0,4.0,150.0,"Villa neuve jamais habitée aux architectures modernes et de décoration intérieure de dernière génération à Ngor-Almadies. Zone très calme et résidentielle. La villa R+2 Comprend: -RDC: A l'entrée il y a un jardin , un très grand salon avec une vue exceptionnelle sur la piscine, une cuisine américaine équipée, une salle à manger, une toilette visiteur, une chambre visiteur et un garage. -1ere Etage: une suite parentale, un dressing, une salle de bains et 2chambres et 2 toilettes.",,10,41
86,,,328.0,Votre agence immobilière Keur-Immo vous propose à la vente à Ngaparou-Somone. Deux petites villas situées côté à côte sur un terrain de 328 m2. Idéalement placé dans l'une des plus belle baie de la petite côte. Possibilité de raser les maisons si vous souhaitez construire. Possibilité de vendre séparément les deux maisons. Coup de coeur : l'emplacement est tout simplement incroyable. Titre :Domaine national Maritime,,20,8
87,4.0,4.0,600.0,"Nguaparou, Villa Basse 600m Compose 4 chambres Salon Cuisine equipe, piscine Garage..Zone Calme,.Résidentiel,Calme,Ideal Pour Second Residence, Situe a moin.de 35 minutes de l'aeroport AIDB.Plus D'infos Nous Contacter",,20,42
88,5.0,5.0,250.0,"Mamelle Derriere les Dunes, Villa Haut Standing R+2,Sur 250m Angle, Composé de 5 chambres 2 salons,3 cuisines,Résidentiel, Calme.er Résidentiel, Plus D'infos Nous Contacter ( la Villa Sera fini dans 2 Mois et Demi )",,22,42
89,8.0,4.0,150.0,"A vendre une très bonne maison R+1 aux parcelles assainies unité 10 très bien placé non loin de la grande route, bien construite composé de 5 chambres au rez-de-chaussée 3 salles de bain cuisine un grand salon et toilette publique en haut 3 chambres, cuisine, toilette et une salle de bain",,35,16
90,5.0,2.0,150.0,"Maison à vendre à la cité assemblée comprenant au Rez de chaussée: 2 chambres, 1 salon, 1 salle de bain, 2 Toilettes Visiteurs, une courette. A l’étage: 3 chambres, 1 salon, 1 cuisine, 1 salle de bain, 2 toilettes visiteurs. La Maison est à rénover.",,41,43
91,4.0,4.0,,Ref_6131 Villa à vendre en R+2 du côté de Ngor / Almadies,,36,44
92,5.0,3.0,150.0,"Villa R+1 en finition à vendre Almadies 2 Lebou gui elle est composée de: 5chambres dont 2 avec salle de bain, 1 grand salon, toilettes extérieures, cour, une cuisine, 1 garage.",,42,45
93,5.0,2.0,150.0,Maison à vendre à Dalifort cité poste. Surface 150m2. Titre foncier individuel Située à l'angle. Il prévue dans la Fondation d'ajouter des étages. Les 3piéces de la maison sont en terrasse. NB:contact direct du propriétaire,,17,46
94,,,152.0,Bien immobilier à vendre bien placé à l'angle Titre foncier,,43,30
95,7.0,4.0,,Villa presque neuve à vendre à golf juste en face de la cité aliou Sow de golf comprenant 7 chambres dont 3chambres avec salles de bains espace familiale et un grand salon prix 60millions. Pour plus de détails appelez nous,,18,47
96,,,150.0,Villa a demolir commerciale 150m2 au parcelles assenies a Unité8 en face de unité 11 très bien placé et Accessible au Rond point case . Papier titre permis d'occuper Sn HLM prix de vente a 75millions.,,35,47
97,6.0,7.0,692.0,VITAL IMMO vous propose une villa en arrêt de construction de 610M2 à 200M de la mer. FONDATION: pour 3 étage REZ DE CHAUSSEE: 2 SALONS 6CHAMBRES PAPIERS ADMINISTRATIF EN RÈGLE DELIBERATION AVEC AUTORISATION DE CONSTRUIRE.,,44,48
98,4.0,3.0,152.0,"Je mets en vente un duplex(R+1) de 152m2 de surface bâti. situé à la cité mixta. Au RDC: 1vaste salon climatisé, 1cuisine équipée, 1chambre avec armoire, 1salle de bain avec chauffe eau, surpresseur, réservoir d'eau et espace linge. À l'étage: 2 chambres avec armoires, une salle de bain, 1chambre principale avec 2 armoires, 1climatiseur, 1salle de bain avec chauffe eau. Le prix est négociable. Vente devant notaire.",,39,49
99,4.0,4.0,150.0,Nous vendons une très belle R+2 sise à la cité Isra ( Hann marinas) elle est composée :,,33,50
100,5.0,3.0,300.0,TF individuel de 420m2 . Rez de chaussée 1 chambre avec salle de bain intégrée 1 chambre 1 chambre transformée en salon de couture 1 toilette lavabo + WC 1 grand salon 1 véranda 2 petits magasin stock 1 grande cuisine 1 grande cours avec abri pour moutons et espace linge 1 garage transformé en boutique 1 garage à l'air libre Étage 1 grande salle de séjour 2 chambres avec salle de bain intégrée et balcon 1 grande terrasse,,45,51
101,,,,"Votre agence immobilière Keur-Immo vous propose à la vente à Ngor Almadies proche du corps de la Paix. Maison de ville de 3 niveau comprenant au rez-de-chaussée, un salon avec cuisine ouverte ,une chambre avec salle d'eau. Au premier étage ,3 chambres dont une chambre parentale avec salle d'eau et dressing.. Au deuxième étage vous trouverez une chambre supplémentaire ,une cuisine, une terrasse et une pièce qui peut faire office de bureau ou de salle de sport.",,10,8
102,,,,"Maison à vendre à Thiès hlm sur la route de Dakar, prix très Intéressant.",,27,52
103,,,,"Maison à vendre à Thies hlm sur la route de Dakar, prix très interessant.",,27,52
104,5.0,3.0,150.0,"Offre dune villa R+2 de luxe de 150m2 au sol et 400m2 bâti composée de 05 chambres, 03 salles de bains, 02 toilettes extérieures, 02 cuisines dont 01 moderne et autre africaines ,un salon, une piscine, garage avec et une salle de sport avec de très belles finition a NGOR ALMADIES vers corp de la paix Plus d'informations nous contacter.",,10,53
105,5.0,,300.0,"A VENDRE UNE VILLA DE 300 M2 , R+1 DE 5 CHAMBRES , SALON , CUISINE , COUR AVANT ARRIÈRE À LA LIBERTÈ 6 DANS UN AGRÉABLE QUARTIER TRÈS ACCESSIBLE",,32,54
106,,,,Bel Immeuble R+3 neuf à vendre liberté 6 : 01 Triplex + 03chambres+salon+cuisine Page Facebook :Habitat square Immobilier,,32,19
107,12.0,,,Bel immeuble R+2 à vendre cité Fadia 03appartements F4 3chambres+salon+cuisine Page Facebook :Habitat square Immobilier,,35,19
108,3.0,3.0,200.0,"Villa de 200m2, entièrement climatisée, sur un terrain de 635m2, en 2ème ligne de mer, à 40 mètres de la plage. Quartier calme, très prisé à Ngaparou. Etat impeccable. 3 Chambres, 3 salles de bains, grand séjour, piscine de 9mx4m.",,20,55
109,,,401.0,"Villa à Vendre deuxième ligne mer / BAOBOLONGS. Superbe Villa de 3 chambres R+1, située dans l'une des plus belles résidences de Saly ""Les Baobolongs "", à quelques pas de la mer. Vous aurez aussi la possibilité de construire une piscine privée de 14m/6m .",,7,56
110,,,200.0,"Votre agence Keur Immo vous propose à la vente à la Somone cette très jolie villa et son jardin arboré et fleuri. En R+1 , idéalement situé en deuxième ligne mer et tout proche de la lagune. Vous trouverez sur un terrain de 600m2 en titre foncier une surface habitable de 200m2 + deux terrasses de 60m2 chacune. En rez-de-chaussée il y a une chambre avec salle d'eau, un grand salon et une cuisine. À l'étage ,3 chambres dont une avec salle d'eau individuel, les deux autres ayant une salle d'eau commune. Titre: Titre Foncier",,36,8
111,4.0,,200.0,Villa 200m2 TF angle à vendre sacre coeur 2 très accessible et résidentielle : 04chambres+salon+cuisine Page Facebook :Habitat square Immobilier,,46,19
112,,,,Belle villa R+2 neuve moderne haute standing à vendre à Ngor-Almadies zone très calme et résidentielle 05chambres+02salons+02cuisines+jardin+piscine,,36,19
113,5.0,4.0,220.0,"Bonjour Expat Dakar.com, Mariste cité BHS belle villa R+2 angle a vendre de 5 chambres salon cuisine équipée avec placard buanderie espace familiale balcon terrasse privée chauffage chaque pièce avec placard 3 salle de bain parking gratuit garage coure avant, 220m Carré tf Individuelle visite sur rendez-vous Zone très calme & sécurité…",,19,57
114,,,,Immeuble R+5 neuf haut standing à vendre Ngor Almadies Duplex+03appartements 2e Etage //3e Etage /4 etage +Studio terasse Page Facebook :Habitat square Immobilier,,36,19
115,,,,Belle villa jardin piscine pieds dans l'eau de la lagune à vendre à Mdodjenne pointe de saréne Côte Akon City : 03chambres+02salons+cuisine+jardin+garage+cour+piscine +pieds dans l'eau de la lagune Page Facebook :Habitat square Immobilier,,26,19
116,,,400.0,Villa R+1 400m2 commerciale à vendre vdn Page Facebook :Habitat square Immobilier,,47,19
117,,,161.0,Le villa basse en blanc de 161m² à vendre Point E zone A TITRE FONCIER,,21,58
118,4.0,3.0,150.0,"Une villa avec des modifications non achevées à vendre à la cité Ndéye Marie de Grand Mbao vers le rond point .Cité très calme et se situe à 500 m de la mer .Elle comprend 3 chambres ,1 salon, 1 magasin, 2 salles de bain, 1 toilette publique ,2 patios .Papiers TF individuel, surface 150 m². vidéo et photos disponibles.",,2,2
119,2.0,2.0,133.0,"Villa basse a vendre a la cité air Afrique amoule 6 , situé à 300m de la mer , le milieu est très calme, sa superficie est de 133m2 titre foncier individuel",,48,24
120,7.0,7.0,150.0,"Villa R+2 composé de 7 chambres avec salle d eau chacune salon , 2 cuisines, espace familial (3), WC visiteurs, dressing, courette, garage, patio, terrasse carrelee, Entièrement meublee",,35,59
121,,,1.0,"Un terrain à Vendre, situé à la résidence Marina / Saly Portudal, en face du Golf de Saly. Idéal pour une activité commerciale car il est situé en Bord de route et côte à côte avec la résidence ""Les Baobolongs"". Accès direct à la mer, juste à quelques pas. Papier Administratif : Bail",,7,56
122,,,,"Votre agence immobilière Keur-Immo vous propose à la vente à Ngaparou. Villa de de deux chambres salon en R+1 avec possibilité de faire une troisième chambre, extrêmement bien placé en deuxième ligne mer à Ngaparou tout proche de Saly center avec accès à la plage face à la villa. Tous les papiers sont en règle...",,20,8
123,,,,IMMEUBLE R+5 A VENDRE A NGOR (derrière le stade),,10,60
124,4.0,4.0,600.0,"Offre des villas F5 de 600m2 a NGAPAROU dans une cité résidentielle avec les commodités suivantes: Piscine, cuisine entièrement occupée, parking, cours avant et arrière, un jardin, une terrasse très aéré a des prix exceptionnels. Plus d'informations, nous contacter.",,20,53
125,6.0,2.0,150.0,Belle villa neuve bien construite à vendre unité 19 Keur MassarJaxaay Il ne reste qu'à terminer à les 2 toilettes publiques les 2 salles de bain et les 2 cuisines .A préciser que tout le matériel sanitaire et carreaux sont en place. Composée au rez de chaussée 3 chambres 1 salon 1 sdb 1 toilettes pulique et cuisine espace familial . Au 1er étage c est le même contenu avec 3 chambres salon sdb toilette espace familial . villa très très bien sécurisée et accessible par la Sedima de Keur Massar . surface 150m² .papiers SN HLM,,3,2
126,20.0,10.0,341.0,MARISTES 2 Immeuble R+3 angle double façades sur une route goudronnée à vendre,,19,61
127,11.0,,534.0,"C’est une maison de 300m2 habitable de 11 pièces sur un terrain de 534m2 avec titre foncier, onduleur et un surpresseur d’eau de 1000litres chambre de gardien garage prix 165.million produits direct",,7,34
128,3.0,4.0,300.0,1Villa de 300 mètres carrés située à la Somone composée de 3 chambres Avec salle de bain et toilette visiteur salon et cuisine et aussi piscine PAPIER DÉLIBÉRATION,,37,12
129,4.0,4.0,300.0,"Villa a vendre à Saly a 200m de la nationale, sur une surface de 300m2, avec 4 chambres, salon,, 4 toilettes, dont deux salle de bain, cuisine et double garage",,7,62
130,7.0,3.0,150.0,"Belle villa R+1 à vendre située à Keur Massar unité 9 Jaxaay à 500 m des 2 voies de Sedima keur massar .Composée de 2 chambres + 1 salon , 1 magasin ++1 garage + cuisine au rez de chaussée. Au 1er étage 3 chambres +1 salon , grand espace familial .2 sdb 1 cuisine . superficie 150m² papiers SN HLM.",,3,2
131,4.0,4.0,300.0,"Villa f5 cités akys- bambilor.300 m² r+1 construite sur 150 m².RDC : 1 chambre avec SDB, 1 grand salon, 1 cuisine, 1 toilette visiteur, 1 patio, 1 cour avant cour arrière de 150 m² supplémentaires donnant sur une rue.ETAGE: 1 grande chambre avec balcon, dressing et SDB, 2 chambres enfants, 1 salle d’eau, 1 terrasse accessible",,11,63
132,6.0,6.0,579.0,"Grande villa a démolir a vendre a point e très bien placé pour un projet immobilier n'hésitez pas appeler pour une bonne affaire, prix négociable -SUPERFICIE:579 m2",,49,24
133,4.0,4.0,140.0,Villa R+1 140 m2 tf Composé de 2 appartements de 2chambres salon rdc et 1er a Dieupeul 3,,50,34
134,7.0,7.0,1.309,"Offre dune villa de luxe de 1309m2 a NGAPAROU allée des milliardaires juste derrière le SALY CENTER. La villa est composée de 07 chambres, 01 double salon, 01 cuisine moderne entièrement équipée plus une cuisine africaine, chaque chambre avec sa salle de bain, placards et un grand dressing dans la chambre parent, une grande piscine, un parking de 03 Véhicules, clôturée et meublée a un prix très angineux . Contactez vite notre service commerciale pour plus d'informations ou pour une éventuelle visite du site.",,20,53
135,4.0,4.0,684.0,Ref_6130,,7,44
136,3.0,3.0,1.0,Ref_1599,,51,44
137,3.0,2.0,150.0,"Location vente f3 et f4 à la cité CDC Bambilor. Des villas F3 et F4 150 m² TF à Bambilor avec la possibilité de donner un acompte de 50% le reste sur location vente sur 4 ans (48 MOIS sans intérêt par crédit direct) Possibilité encore de payer un acompte de 30% aussi le reste sur 3 ans (36 MOIS sans intérêt par crédit direct) F3= 02 chambres, salon, 1 salle de bain et garage. Prix: 18 900 000 fcfa/ ht F4 = 03 chambres, salon, deux toilettes, un garage et jardin. Prix 21 900 000 fcfa/HT. Il est difficile de croire qu'on peut acquérir, à 30 mn de Dakar par l'autoroute, une villa clé en main dans une belle cité disposant de toutes les commodités.",,3,64
138,4.0,,,Villa F5 sur 250 m2 en R+1,,11,14
139,,,,Villa R+2 avec : -01 chambre + salon+ cuisine + espace familial + garage au RDC,,52,65
140,3.0,1.0,175.0,Vends Villa TF 175 m2 F3 à la cité socabeg Tivaouane peulh non loin du péage et de la vdn 3 à 50 m de la gendarmerie.,,38,66
141,12.0,9.0,160.0,À vendre 1 maison r+2 de 160.m2 titre global coopérative De la sonatel vente devant 1 notaire Rez-de-chaussée 4 chambres salon cuisine 3 toilettes 1ère étage 4 chambres salon cuisine 3 toilettes pareil qu au 2 éme sur la terrasse 1 grande cuisine toilettes,,31,67
142,9.0,6.0,200.0,Immeuble r+3 angle à vendre à sacré cœur 3 zone calme accessible composé de 3 appartements de 3 chambres salon à 250 000 000f.,,29,68
